Task,SubTask,Node,Time
v5,k204,n4,203
v5,k205,n5,204
v5,k206,n3,205
v5,k207,n4,206
v5,k208,n5,207
v5,k209,n3,208
v5,k210,n4,209
v5,k211,n5,210
v5,k212,n3,211
v5,k213,n4,212
v5,k214,n5,213
v5,k215,n3,214
v5,k216,n4,215
v5,k217,n5,216
v5,k218,n3,217
v5,k219,n4,218
v5,k220,n5,219
v5,k221,n3,220
v5,k222,n4,221
v5,k223,n5,222
v5,k224,n3,223
v5,k225,n4,224
v5,k226,n5,225
v5,k227,n3,226
v5,k228,n4,227
v5,k229,n5,228
v5,k230,n3,229
v5,k231,n4,230
v5,k232,n5,231
v5,k233,n3,232
v5,k234,n4,233
v5,k235,n5,234
v5,k236,n3,235
v5,k237,n4,236
v5,k238,n5,237
v5,k239,n3,238
v5,k240,n4,239
v5,k241,n5,240
v5,k242,n3,241
v5,k243,n4,242
v5,k244,n5,243
v5,k245,n3,244
v5,k246,n4,245
v5,k247,n5,246
v5,k248,n3,247
v5,k249,n4,248
v5,k250,n5,249
v5,k251,n3,250
v5,k252,n4,251
v5,k253,n5,252
v5,k254,n3,253
v5,k255,n4,254
v5,k256,n5,255
v5,k257,n3,256
v5,k258,n4,257
v5,k259,n5,258
v5,k260,n3,259
v5,k261,n4,260
v5,k262,n5,261
v5,k263,n3,262
v5,k264,n4,263
v5,k265,n5,264
v5,k266,n3,265
v5,k267,n4,266
v5,k268,n5,267
v5,k269,n3,268
v5,k270,n4,269
v5,k271,n5,270
v5,k272,n3,271
v5,k273,n4,272
v5,k274,n5,273
v5,k275,n3,274
v5,k276,n4,275
v5,k277,n5,276
v5,k278,n3,277
v5,k279,n4,278
v5,k280,n5,279
v5,k281,n3,280
v5,k282,n4,281
v5,k283,n5,282
v5,k284,n3,283
v5,k285,n4,284
v5,k286,n5,285
v5,k287,n3,286
v5,k288,n4,287
v5,k289,n5,288
v5,k290,n3,289
v5,k291,n4,290
v5,k292,n5,291
v5,k293,n3,292
v5,k294,n4,293
v5,k295,n5,294
v5,k296,n3,295
v5,k297,n4,296
v5,k298,n5,297
v5,k299,n3,298
v5,k300,n4,299
v5,k301,n5,300
v5,k302,n3,301
v5,k303,n4,302
v5,k304,n5,303
v5,k305,n3,304
v5,k306,n4,305
v5,k307,n5,306
v5,k308,n3,307
v5,k309,n4,308
v5,k310,n5,309
v5,k311,n3,310
v5,k312,n4,311
v5,k313,n5,312
v5,k314,n3,313
v5,k315,n4,314
v5,k316,n5,315
v5,k317,n3,316
v5,k318,n4,317
v5,k319,n5,318
v5,k320,n3,319
v5,k321,n4,320
v5,k322,n5,321
v5,k323,n3,322
v5,k324,n4,323
v5,k325,n5,324
v5,k326,n3,325
v5,k327,n4,326
v5,k328,n5,327
v5,k329,n3,328
v5,k330,n4,329
v5,k331,n5,330
v5,k332,n3,331
v5,k333,n4,332
v5,k334,n5,333
v5,k335,n3,334
v5,k336,n4,335
v5,k337,n5,336
v5,k338,n3,337
v5,k339,n4,338
v5,k340,n5,339
v5,k341,n3,340
v5,k342,n4,341
v5,k343,n5,342
v5,k344,n3,343
v5,k345,n4,344
v5,k346,n5,345
v5,k347,n3,346
v5,k348,n4,347
v5,k349,n5,348
v5,k350,n3,349
v5,k351,n4,350
v5,k352,n5,351
v5,k353,n3,352
v5,k354,n4,353
v5,k355,n5,354
v5,k356,n3,355
v5,k357,n4,356
v5,k358,n5,357
v5,k359,n3,358
v5,k360,n4,359
v5,k361,n5,360
v5,k362,n3,361
v5,k363,n4,362
v5,k364,n5,363
v5,k365,n3,364
v5,k366,n4,365
v5,k367,n5,366
v5,k368,n3,367
v5,k369,n4,368
v5,k370,n5,369
v5,k371,n3,370
v5,k372,n4,371
v5,k373,n5,372
v5,k374,n3,373
v5,k375,n4,374
v5,k376,n5,375
v5,k377,n3,376
v5,k378,n4,377
v5,k379,n5,378
v5,k380,n3,379
v5,k381,n4,380
v5,k382,n5,381
v5,k383,n3,382
v5,k384,n4,383
v5,k385,n5,384
v5,k386,n3,385
v5,k387,n4,386
v5,k388,n5,387
v5,k389,n3,388
v5,k390,n4,389
v5,k391,n5,390
v5,k392,n3,391
v5,k393,n4,392
v5,k394,n5,393
v5,k395,n3,394
v5,k396,n4,395
v5,k397,n5,396
v5,k398,n3,397
v5,k399,n4,398
v5,k400,n5,399
v5,k401,n3,400
v5,k402,n4,401
v5,k403,n5,402
v5,k404,n3,403
v5,k405,n4,404
v5,k406,n5,405
v5,k407,n3,406
v5,k408,n4,407
v5,k409,n5,408
v5,k410,n3,409
v5,k411,n4,410
v5,k412,n5,411
v5,k413,n3,412
v5,k414,n4,413
v5,k415,n5,414
v5,k416,n3,415
v5,k417,n4,416
v5,k418,n5,417
v5,k419,n3,418
v5,k420,n4,419
v5,k421,n5,420
v5,k422,n3,421
v5,k423,n4,422
v5,k424,n5,423
v5,k425,n3,424
v5,k426,n4,425
v5,k427,n5,426
v5,k428,n3,427
v5,k429,n4,428
v5,k430,n5,429
v5,k431,n3,430
v5,k432,n4,431
v5,k433,n5,432
v5,k434,n3,433
v5,k435,n4,434
v5,k436,n5,435
v5,k437,n3,436
v5,k438,n4,437
v5,k439,n5,438
v5,k440,n3,439
v5,k441,n4,440
v5,k442,n5,441
v5,k443,n3,442
v5,k444,n4,443
v5,k445,n5,444
v5,k446,n3,445
v5,k447,n4,446
v5,k448,n5,447
v5,k449,n3,448
v5,k450,n4,449
v5,k451,n5,450
v5,k452,n3,451
v5,k453,n4,452
v5,k454,n5,453
v5,k455,n3,454
v5,k456,n4,455
v5,k457,n5,456
v5,k458,n3,457
v5,k459,n4,458
v5,k460,n5,459
v5,k461,n3,460
v5,k462,n4,461
v5,k463,n5,462
v5,k464,n3,463
v5,k465,n4,464
v5,k466,n5,465
v5,k467,n3,466
v5,k468,n4,467
v5,k469,n5,468
v5,k470,n3,469
v5,k471,n4,470
v5,k472,n5,471
v5,k473,n3,472
v5,k474,n4,473
v5,k475,n5,474
v5,k476,n3,475
v5,k477,n4,476
v5,k478,n5,477
v5,k479,n3,478
v5,k480,n4,479
v5,k481,n5,480
v5,k482,n3,481
v5,k483,n4,482
v5,k484,n5,483
v5,k485,n3,484
v5,k486,n4,485
v5,k487,n5,486
v5,k488,n3,487
v5,k489,n4,488
v5,k490,n5,489
v5,k491,n3,490
v5,k492,n4,491
v5,k493,n5,492
v5,k494,n3,493
v5,k495,n4,494
v5,k496,n5,495
v5,k497,n3,496
v5,k498,n4,497
v5,k499,n5,498
v5,k500,n3,499
v5,k501,n4,500
v5,k502,n5,501
v5,k503,n3,502
v5,k504,n4,503
v5,k505,n5,504
v5,k506,n3,505
v5,k507,n4,506
v5,k508,n5,507
v5,k509,n3,508
v5,k510,n4,509
v5,k511,n5,510
v5,k512,n3,511
v5,k513,n4,512
v5,k514,n5,513
v5,k515,n3,514
v5,k516,n4,515
v5,k517,n5,516
v5,k518,n3,517
v5,k519,n4,518
v5,k520,n5,519
v5,k521,n3,520
v5,k522,n4,521
v5,k523,n5,522
v5,k524,n3,523
v5,k525,n4,524
v5,k526,n5,525
v5,k527,n3,526
v5,k528,n4,527
v5,k529,n5,528
v5,k530,n3,529
v5,k531,n4,530
v5,k532,n5,531
v5,k533,n3,532
v5,k534,n4,533
v5,k535,n5,534
v5,k536,n3,535
v5,k537,n4,536
v5,k538,n5,537
v5,k539,n3,538
v5,k540,n4,539
v5,k541,n5,540
v5,k542,n3,541
v5,k543,n4,542
v5,k544,n5,543
v5,k545,n3,544
v5,k546,n4,545
v5,k547,n5,546
v5,k548,n3,547
v5,k549,n4,548
v5,k550,n5,549
v5,k551,n3,550
v5,k552,n4,551
v5,k553,n5,552
v5,k554,n3,553
v5,k555,n4,554
v5,k556,n5,555
v5,k557,n3,556
v5,k558,n4,557
v5,k559,n5,558
v5,k560,n3,559
v5,k561,n4,560
v5,k562,n5,561
v5,k563,n3,562
v5,k564,n4,563
v5,k565,n5,564
v5,k566,n3,565
v5,k567,n4,566
v5,k568,n5,567
v5,k569,n3,568
v5,k570,n4,569
v5,k571,n5,570
v5,k572,n3,571
v5,k573,n4,572
v5,k574,n5,573
v5,k575,n3,574
v5,k576,n4,575
v5,k577,n5,576
v5,k578,n3,577
v5,k579,n4,578
v5,k580,n5,579
v5,k581,n3,580
v5,k582,n4,581
v5,k583,n5,582
v5,k584,n3,583
v5,k585,n4,584
v5,k586,n5,585
v5,k587,n3,586
v5,k588,n4,587
v5,k589,n5,588
v5,k590,n3,589
v5,k591,n4,590
v5,k592,n5,591
v5,k593,n3,592
v5,k594,n4,593
v5,k595,n5,594
v5,k596,n3,595
v5,k597,n4,596
v5,k598,n5,597
v5,k599,n3,598
v5,k600,n4,599
v5,k601,n5,600
v5,k602,n3,601
v5,k603,n4,602
v5,k604,n5,603
v5,k605,n3,604
v5,k606,n4,605
v5,k607,n5,606
v5,k608,n3,607
v5,k609,n4,608
v5,k610,n5,609
v5,k611,n3,610
v5,k612,n4,611
v5,k613,n5,612
v5,k614,n3,613
v5,k615,n4,614
v5,k616,n5,615
v5,k617,n3,616
v5,k618,n4,617
v5,k619,n5,618
v5,k620,n3,619
v5,k621,n4,620
v5,k622,n5,621
v5,k623,n3,622
v5,k624,n4,623
v5,k625,n5,624
v5,k626,n3,625
v5,k627,n4,626
v5,k628,n5,627
v5,k629,n3,628
v5,k630,n4,629
v5,k631,n5,630
v5,k632,n3,631
v5,k633,n4,632
v5,k634,n5,633
v5,k635,n3,634
v5,k636,n4,635
v5,k637,n5,636
v5,k638,n3,637
v5,k639,n4,638
v5,k640,n5,639
v5,k641,n3,640
v5,k642,n4,641
v5,k643,n5,642
v5,k644,n3,643
v5,k645,n4,644
v5,k646,n5,645
v5,k647,n3,646
v5,k648,n4,647
v5,k649,n5,648
v5,k650,n3,649
v5,k651,n4,650
v5,k652,n5,651
v5,k653,n3,652
v5,k654,n4,653
v5,k655,n5,654
v5,k656,n3,655
v5,k657,n4,656
v5,k658,n5,657
v5,k659,n3,658
v5,k660,n4,659
v5,k661,n5,660
v5,k662,n3,661
v5,k663,n4,662
v5,k664,n5,663
v5,k665,n3,664
v5,k666,n4,665
v5,k667,n5,666
v5,k668,n3,667
v5,k669,n4,668
v5,k670,n5,669
v5,k671,n3,670
v5,k672,n4,671
v5,k673,n5,672
v5,k674,n3,673
v5,k675,n4,674
v5,k676,n5,675
v5,k677,n3,676
v5,k678,n4,677
v5,k679,n5,678
v5,k680,n3,679
v5,k681,n4,680
v5,k682,n5,681
v5,k683,n3,682
v5,k684,n4,683
v5,k685,n5,684
v5,k686,n3,685
v5,k687,n4,686
v5,k688,n5,687
v5,k689,n3,688
v5,k690,n4,689
v5,k691,n5,690
v5,k692,n3,691
v5,k693,n4,692
v5,k694,n5,693
v5,k695,n3,694
v5,k696,n4,695
v5,k697,n5,696
v5,k698,n3,697
v5,k699,n4,698
v5,k700,n5,699
v5,k701,n3,700
v5,k702,n4,701
v5,k703,n5,702
v5,k704,n3,703
v5,k705,n4,704
v5,k706,n5,705
v5,k707,n3,706
v5,k708,n4,707
v5,k709,n5,708
v5,k710,n3,709
v5,k711,n4,710
v5,k712,n5,711
v5,k713,n3,712
v5,k714,n4,713
v5,k715,n5,714
v5,k716,n3,715
v5,k717,n4,716
v5,k718,n5,717
v5,k719,n3,718
v5,k720,n4,719
v5,k721,n5,720
v5,k722,n3,721
v5,k723,n4,722
v5,k724,n5,723
v5,k725,n3,724
v5,k726,n4,725
v5,k727,n5,726
v5,k728,n3,727
v5,k729,n4,728
v5,k730,n5,729
v5,k731,n3,730
v5,k732,n4,731
v5,k733,n5,732
v5,k734,n3,733
v5,k735,n4,734
v5,k736,n5,735
v5,k737,n3,736
v5,k738,n4,737
v5,k739,n5,738
v5,k740,n3,739
v5,k741,n4,740
v5,k742,n5,741
v5,k743,n3,742
v5,k744,n4,743
v5,k745,n5,744
v5,k746,n3,745
v5,k747,n4,746
v5,k748,n5,747
v5,k749,n3,748
v5,k750,n4,749
v5,k751,n5,750
v5,k752,n3,751
v5,k753,n4,752
v5,k754,n5,753
v5,k755,n3,754
v5,k756,n4,755
v5,k757,n5,756
v5,k758,n3,757
v5,k759,n4,758
v5,k760,n5,759
v5,k761,n3,760
v5,k762,n4,761
v5,k763,n5,762
v5,k764,n3,763
v5,k765,n4,764
v5,k766,n5,765
v5,k767,n3,766
v5,k768,n4,767
v5,k769,n5,768
v5,k770,n3,769
v5,k771,n4,770
v5,k772,n5,771
v5,k773,n3,772
v5,k774,n4,773
v5,k775,n5,774
v5,k776,n3,775
v5,k777,n4,776
v5,k778,n5,777
v5,k779,n3,778
v5,k780,n4,779
v5,k781,n5,780
v5,k782,n3,781
v5,k783,n4,782
v5,k784,n5,783
v5,k785,n3,784
v5,k786,n4,785
v5,k787,n5,786
v5,k788,n3,787
v5,k789,n4,788
v5,k790,n5,789
v5,k791,n3,790
v5,k792,n4,791
v5,k793,n5,792
v5,k794,n3,793
v5,k795,n4,794
v5,k796,n5,795
v5,k797,n3,796
v5,k798,n4,797
v5,k799,n5,798
v5,k800,n3,799
v5,k801,n4,800
v5,k802,n5,801
v5,k803,n3,802
v5,k804,n4,803
v5,k805,n5,804
v5,k806,n3,805
v5,k807,n4,806
v5,k808,n5,807
v5,k809,n3,808
v5,k810,n4,809
v5,k811,n5,810
v5,k812,n3,811
v5,k813,n4,812
v5,k814,n5,813
v5,k815,n3,814
v5,k816,n4,815
v5,k817,n5,816
v5,k818,n3,817
v5,k819,n4,818
v5,k820,n5,819
v5,k821,n3,820
v5,k822,n4,821
v5,k823,n5,822
v5,k824,n3,823
v5,k825,n4,824
v5,k826,n5,825
v5,k827,n3,826
v5,k828,n4,827
v5,k829,n5,828
v5,k830,n3,829
v5,k831,n4,830
v5,k832,n5,831
v5,k833,n3,832
v5,k834,n4,833
v5,k835,n5,834
v5,k836,n3,835
v5,k837,n4,836
v5,k838,n5,837
v5,k839,n3,838
v5,k840,n4,839
v5,k841,n5,840
v5,k842,n3,841
v5,k843,n4,842
v5,k844,n5,843
v5,k845,n3,844
v5,k846,n4,845
v5,k847,n5,846
v5,k848,n3,847
v5,k849,n4,848
v5,k850,n5,849
v5,k851,n3,850
v5,k852,n4,851
v5,k853,n5,852
v5,k854,n3,853
v5,k855,n4,854
v5,k856,n5,855
v5,k857,n3,856
v5,k858,n4,857
v5,k859,n5,858
v5,k860,n3,859
v5,k861,n4,860
v5,k862,n5,861
v5,k863,n3,862
v5,k864,n4,863
v5,k865,n5,864
v5,k866,n3,865
v5,k867,n4,866
v5,k868,n5,867
v5,k869,n3,868
v5,k870,n4,869
v5,k871,n5,870
v5,k872,n3,871
v5,k873,n4,872
v5,k874,n5,873
v5,k875,n3,874
v5,k876,n4,875
v5,k877,n5,876
v5,k878,n3,877
v5,k879,n4,878
v5,k880,n5,879
v5,k881,n3,880
v5,k882,n4,881
v5,k883,n5,882
v5,k884,n3,883
v5,k885,n4,884
v5,k886,n5,885
v5,k887,n3,886
v5,k888,n4,887
v5,k889,n5,888
v5,k890,n3,889
v5,k891,n4,890
v5,k892,n5,891
v5,k893,n3,892
v5,k894,n4,893
v5,k895,n5,894
v5,k896,n3,895
v5,k897,n4,896
v5,k898,n5,897
v5,k899,n3,898
v5,k900,n4,899
v5,k901,n5,900
v5,k902,n3,901
v5,k903,n4,902
v5,k904,n5,903
v5,k905,n3,904
v5,k906,n4,905
v5,k907,n5,906
v5,k908,n3,907
v5,k909,n4,908
v5,k910,n5,909
v5,k911,n3,910
v5,k912,n4,911
v5,k913,n5,912
v5,k914,n3,913
v5,k915,n4,914
v5,k916,n5,915
v5,k917,n3,916
v5,k918,n4,917
v5,k919,n5,918
v5,k920,n3,919
v5,k921,n4,920
v5,k922,n5,921
v5,k923,n3,922
v5,k924,n4,923
v5,k925,n5,924
v5,k926,n3,925
v5,k927,n4,926
v5,k928,n5,927
v5,k929,n3,928
v5,k930,n4,929
v5,k931,n5,930
v5,k932,n3,931
v5,k933,n4,932
v5,k934,n5,933
v5,k935,n3,934
v5,k936,n4,935
v5,k937,n5,936
v5,k938,n3,937
v5,k939,n4,938
v5,k940,n5,939
v5,k941,n3,940
v5,k942,n4,941
v5,k943,n5,942
v5,k944,n3,943
v5,k945,n4,944
v5,k946,n5,945
v5,k947,n3,946
v5,k948,n4,947
v5,k949,n5,948
v5,k950,n3,949
v5,k951,n4,950
v5,k952,n5,951
v5,k953,n3,952
v5,k954,n4,953
v5,k955,n5,954
v5,k956,n3,955
v5,k957,n4,956
v5,k958,n5,957
v5,k959,n3,958
v5,k960,n4,959
v5,k961,n5,960
v5,k962,n3,961
v5,k963,n4,962
v5,k964,n5,963
v5,k965,n3,964
v5,k966,n4,965
v5,k967,n5,966
v5,k968,n3,967
v5,k969,n4,968
v5,k970,n5,969
v5,k971,n3,970
v5,k972,n4,971
v5,k973,n5,972
v5,k974,n3,973
v5,k975,n4,974
v5,k976,n5,975
v5,k977,n3,976
v5,k978,n4,977
v5,k979,n5,978
v5,k980,n3,979
v5,k981,n4,980
v5,k982,n5,981
v5,k983,n3,982
v5,k984,n4,983
v5,k985,n5,984
v5,k986,n3,985
v5,k987,n4,986
v5,k988,n5,987
v5,k989,n3,988
v5,k990,n4,989
v5,k991,n5,990
v5,k992,n3,991
v5,k993,n4,992
v5,k994,n5,993
v5,k995,n3,994
v5,k996,n4,995
v5,k997,n5,996
v5,k998,n3,997
v5,k999,n4,998
v5,k1000,n5,999
v5,k1001,n3,1000
v5,k1002,n4,1001
v5,k1003,n5,1002
v5,k1004,n3,1003
v5,k1005,n4,1004
v5,k1006,n5,1005
v5,k1007,n3,1006
v5,k1008,n4,1007
v5,k1009,n5,1008
v5,k1010,n3,1009
v5,k1011,n4,1010
v5,k1012,n5,1011
v5,k1013,n3,1012
v5,k1014,n4,1013
v5,k1015,n5,1014
v5,k1016,n3,1015
v5,k1017,n4,1016
v5,k1018,n5,1017
v5,k1019,n3,1018
v5,k1020,n4,1019
v5,k1021,n5,1020
v5,k1022,n3,1021
v5,k1023,n4,1022
v5,k1024,n5,1023
v5,k1025,n3,1024
v5,k1026,n4,1025
v5,k1027,n5,1026
v5,k1028,n3,1027
v5,k1029,n4,1028
v5,k1030,n5,1029
v5,k1031,n3,1030
v5,k1032,n4,1031
v5,k1033,n5,1032
v5,k1034,n3,1033
v5,k1035,n4,1034
v5,k1036,n5,1035
v5,k1037,n3,1036
v5,k1038,n4,1037
v5,k1039,n5,1038
v5,k1040,n3,1039
v5,k1041,n4,1040
v5,k1042,n5,1041
v5,k1043,n3,1042
v5,k1044,n4,1043
v5,k1045,n5,1044
v5,k1046,n3,1045
v5,k1047,n4,1046
v5,k1048,n5,1047
v5,k1049,n3,1048
v5,k1050,n4,1049
v5,k1051,n5,1050
v5,k1052,n3,1051
v5,k1053,n4,1052
v5,k1054,n5,1053
v5,k1055,n3,1054
v5,k1056,n4,1055
v5,k1057,n5,1056
v5,k1058,n3,1057
v5,k1059,n4,1058
v5,k1060,n5,1059
v5,k1061,n3,1060
v5,k1062,n4,1061
v5,k1063,n5,1062
v5,k1064,n3,1063
v5,k1065,n4,1064
v5,k1066,n5,1065
v5,k1067,n3,1066
v5,k1068,n4,1067
v5,k1069,n5,1068
v5,k1070,n3,1069
v5,k1071,n4,1070
v5,k1072,n5,1071
v5,k1073,n3,1072
v5,k1074,n4,1073
v5,k1075,n5,1074
v5,k1076,n3,1075
v5,k1077,n4,1076
v5,k1078,n5,1077
v5,k1079,n3,1078
v5,k1080,n4,1079
v5,k1081,n5,1080
v5,k1082,n3,1081
v5,k1083,n4,1082
v5,k1084,n5,1083
v5,k1085,n3,1084
v5,k1086,n4,1085
v5,k1087,n5,1086
v5,k1088,n3,1087
v5,k1089,n4,1088
v5,k1090,n5,1089
v5,k1091,n3,1090
v5,k1092,n4,1091
v5,k1093,n5,1092
v5,k1094,n3,1093
v5,k1095,n4,1094
v5,k1096,n5,1095
v5,k1097,n3,1096
v5,k1098,n4,1097
v5,k1099,n5,1098
v5,k1100,n3,1099
v5,k1101,n4,1100
v5,k1102,n5,1101
v5,k1103,n3,1102
v5,k1104,n4,1103
v5,k1105,n5,1104
v5,k1106,n3,1105
v5,k1107,n4,1106
v5,k1108,n5,1107
v5,k1109,n3,1108
v5,k1110,n4,1109
v5,k1111,n5,1110
v5,k1112,n3,1111
v5,k1113,n4,1112
v5,k1114,n5,1113
v5,k1115,n3,1114
v5,k1116,n4,1115
v5,k1117,n5,1116
v5,k1118,n3,1117
v5,k1119,n4,1118
v5,k1120,n5,1119
v5,k1121,n3,1120
v5,k1122,n4,1121
v5,k1123,n5,1122
v5,k1124,n3,1123
v5,k1125,n4,1124
v5,k1126,n5,1125
v5,k1127,n3,1126
v5,k1128,n4,1127
v5,k1129,n5,1128
v5,k1130,n3,1129
v5,k1131,n4,1130
v5,k1132,n5,1131
v5,k1133,n3,1132
v5,k1134,n4,1133
v5,k1135,n5,1134
v5,k1136,n3,1135
v5,k1137,n4,1136
v5,k1138,n5,1137
v5,k1139,n3,1138
v5,k1140,n4,1139
v5,k1141,n5,1140
v5,k1142,n3,1141
v5,k1143,n4,1142
v5,k1144,n5,1143
v5,k1145,n3,1144
v5,k1146,n4,1145
v5,k1147,n5,1146
v5,k1148,n3,1147
v5,k1149,n4,1148
v5,k1150,n5,1149
v5,k1151,n3,1150
v5,k1152,n4,1151
v5,k1153,n5,1152
v5,k1154,n3,1153
v5,k1155,n4,1154
v5,k1156,n5,1155
v5,k1157,n3,1156
v5,k1158,n4,1157
v5,k1159,n5,1158
v5,k1160,n3,1159
v5,k1161,n4,1160
v5,k1162,n5,1161
v5,k1163,n3,1162
v5,k1164,n4,1163
v5,k1165,n5,1164
v5,k1166,n3,1165
v5,k1167,n4,1166
v5,k1168,n5,1167
v5,k1169,n3,1168
v5,k1170,n4,1169
v5,k1171,n5,1170
v5,k1172,n3,1171
v5,k1173,n4,1172
v5,k1174,n5,1173
v5,k1175,n3,1174
v5,k1176,n4,1175
v5,k1177,n5,1176
v5,k1178,n3,1177
v5,k1179,n4,1178
v5,k1180,n5,1179
v5,k1181,n3,1180
v5,k1182,n4,1181
v5,k1183,n5,1182
v5,k1184,n3,1183
v5,k1185,n4,1184
v5,k1186,n5,1185
v5,k1187,n3,1186
v5,k1188,n4,1187
v5,k1189,n5,1188
v5,k1190,n3,1189
v5,k1191,n4,1190
v5,k1192,n5,1191
v5,k1193,n3,1192
v5,k1194,n4,1193
v5,k1195,n5,1194
v5,k1196,n3,1195
v5,k1197,n4,1196
v5,k1198,n5,1197
v5,k1199,n3,1198
v5,k1200,n4,1199
v5,k1201,n5,1200
v5,k1202,n3,1201
v5,k1203,n4,1202
v5,k1204,n5,1203
v5,k1205,n3,1204
v5,k1206,n4,1205
v5,k1207,n5,1206
v5,k1208,n3,1207
v5,k1209,n4,1208
v5,k1210,n5,1209
v5,k1211,n3,1210
v5,k1212,n4,1211
v5,k1213,n5,1212
v5,k1214,n3,1213
v5,k1215,n4,1214
v5,k1216,n5,1215
v5,k1217,n3,1216
v5,k1218,n4,1217
v5,k1219,n5,1218
v5,k1220,n3,1219
v5,k1221,n4,1220
v5,k1222,n5,1221
v5,k1223,n3,1222
v5,k1224,n4,1223
v5,k1225,n5,1224
v5,k1226,n3,1225
v5,k1227,n4,1226
v5,k1228,n5,1227
v5,k1229,n3,1228
v5,k1230,n4,1229
v5,k1231,n5,1230
v5,k1232,n3,1231
v5,k1233,n4,1232
v5,k1234,n5,1233
v5,k1235,n3,1234
v5,k1236,n4,1235
v5,k1237,n5,1236
v5,k1238,n3,1237
v5,k1239,n4,1238
v5,k1240,n5,1239
v5,k1241,n3,1240
v5,k1242,n4,1241
v5,k1243,n5,1242
v5,k1244,n3,1243
v5,k1245,n4,1244
v5,k1246,n5,1245
v5,k1247,n3,1246
v5,k1248,n4,1247
v5,k1249,n5,1248
v5,k1250,n3,1249
v5,k1251,n4,1250
v5,k1252,n5,1251
v5,k1253,n3,1252
v5,k1254,n4,1253
v5,k1255,n5,1254
v5,k1256,n3,1255
v5,k1257,n4,1256
v5,k1258,n5,1257
v5,k1259,n3,1258
v5,k1260,n4,1259
v5,k1261,n5,1260
v5,k1262,n3,1261
v5,k1263,n4,1262
v5,k1264,n5,1263
v5,k1265,n3,1264
v5,k1266,n4,1265
v5,k1267,n5,1266
v5,k1268,n3,1267
v5,k1269,n4,1268
v5,k1270,n5,1269
v5,k1271,n3,1270
v5,k1272,n4,1271
v5,k1273,n5,1272
v5,k1274,n3,1273
v5,k1275,n4,1274
v5,k1276,n5,1275
v5,k1277,n3,1276
v5,k1278,n4,1277
v5,k1279,n5,1278
v5,k1280,n3,1279
v5,k1281,n4,1280
v5,k1282,n5,1281
v5,k1283,n3,1282
v5,k1284,n4,1283
v5,k1285,n5,1284
v5,k1286,n3,1285
v5,k1287,n4,1286
v5,k1288,n5,1287
v5,k1289,n3,1288
v5,k1290,n4,1289
v5,k1291,n5,1290
v5,k1292,n3,1291
v5,k1293,n4,1292
v5,k1294,n5,1293
v5,k1295,n3,1294
v5,k1296,n4,1295
v5,k1297,n5,1296
v5,k1298,n3,1297
v5,k1299,n4,1298
v5,k1300,n5,1299
v5,k1301,n3,1300
v5,k1302,n4,1301
v5,k1303,n5,1302
v5,k1304,n3,1303
v5,k1305,n4,1304
v5,k1306,n5,1305
v5,k1307,n3,1306
v5,k1308,n4,1307
v5,k1309,n5,1308
v5,k1310,n3,1309
v5,k1311,n4,1310
v5,k1312,n5,1311
v5,k1313,n3,1312
v5,k1314,n4,1313
v5,k1315,n5,1314
v5,k1316,n3,1315
v5,k1317,n4,1316
v5,k1318,n5,1317
v5,k1319,n3,1318
v5,k1320,n4,1319
v5,k1321,n5,1320
v5,k1322,n3,1321
v5,k1323,n4,1322
v5,k1324,n5,1323
v5,k1325,n3,1324
v5,k1326,n4,1325
v5,k1327,n5,1326
v5,k1328,n3,1327
v5,k1329,n4,1328
v5,k1330,n5,1329
v5,k1331,n3,1330
v5,k1332,n4,1331
v5,k1333,n5,1332
v5,k1334,n3,1333
v5,k1335,n4,1334
v5,k1336,n5,1335
v5,k1337,n3,1336
v5,k1338,n4,1337
v5,k1339,n5,1338
v5,k1340,n3,1339
v5,k1341,n4,1340
v5,k1342,n5,1341
v5,k1343,n3,1342
v5,k1344,n4,1343
v5,k1345,n5,1344
v5,k1346,n3,1345
v5,k1347,n4,1346
v5,k1348,n5,1347
v5,k1349,n3,1348
v5,k1350,n4,1349
v5,k1351,n5,1350
v5,k1352,n3,1351
v5,k1353,n4,1352
v5,k1354,n5,1353
v5,k1355,n3,1354
v5,k1356,n4,1355
v5,k1357,n5,1356
v5,k1358,n3,1357
v5,k1359,n4,1358
v5,k1360,n5,1359
v5,k1361,n3,1360
v5,k1362,n4,1361
v5,k1363,n5,1362
v5,k1364,n3,1363
v5,k1365,n4,1364
v5,k1366,n5,1365
v5,k1367,n3,1366
v5,k1368,n4,1367
v5,k1369,n5,1368
v5,k1370,n3,1369
v5,k1371,n4,1370
v5,k1372,n5,1371
v5,k1373,n3,1372
v5,k1374,n4,1373
v5,k1375,n5,1374
v5,k1376,n3,1375
v5,k1377,n4,1376
v5,k1378,n5,1377
v5,k1379,n3,1378
v5,k1380,n4,1379
v5,k1381,n5,1380
v5,k1382,n3,1381
v5,k1383,n4,1382
v5,k1384,n5,1383
v5,k1385,n3,1384
v5,k1386,n4,1385
v5,k1387,n5,1386
v5,k1388,n3,1387
v5,k1389,n4,1388
v5,k1390,n5,1389
v5,k1391,n3,1390
v5,k1392,n4,1391
v5,k1393,n5,1392
v5,k1394,n3,1393
v5,k1395,n4,1394
v5,k1396,n5,1395
v5,k1397,n3,1396
v5,k1398,n4,1397
v5,k1399,n5,1398
v5,k1400,n3,1399
v5,k1401,n4,1400
